Dataset,Generator,Feature,Metric,Value,Mean,Std,Experiment,SourceFile
8. Mushroom dataset,TabDDPM,stem-height,JS_Divergence,0.716504,0.716504,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,gill-color,JS_Divergence,0.71598,0.71598,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,veil-type,JS_Divergence,0.671285,0.671285,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,cap-diameter,JS_Divergence,0.631305,0.631305,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,spore-print-color,JS_Divergence,0.621428,0.621428,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,stem-width,JS_Divergence,0.546825,0.546825,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,does-bruise-or-bleed,JS_Divergence,0.526777,0.526777,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,stem-color,JS_Divergence,0.517954,0.517954,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,stem-root,JS_Divergence,0.517473,0.517473,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,cap-surface,JS_Divergence,0.468907,0.468907,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,habitat,JS_Divergence,0.450079,0.450079,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,gill-attachment,JS_Divergence,0.426521,0.426521,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,stem-surface,JS_Divergence,0.383465,0.383465,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,has-ring,JS_Divergence,0.353739,0.353739,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,cap-color,JS_Divergence,0.302647,0.302647,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,ring-type,JS_Divergence,0.296249,0.296249,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,season,JS_Divergence,0.173722,0.173722,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
8. Mushroom dataset,TabDDPM,gill-spacing,JS_Divergence,0.029961,0.029961,,feature_fidelity,Generators/Diffusion GANs/8. Mushroom_diffusion.ipynb
9. MAGIC Gamma Telescope,CTGAN,fSize,KS_Complement,0.968607,0.968607,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fDist,KS_Complement,0.953891,0.953891,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fM3Long,KS_Complement,0.949741,0.949741,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fAlpha,KS_Complement,0.938563,0.938563,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fWidth,KS_Complement,0.917307,0.917307,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fLength,KS_Complement,0.909729,0.909729,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fConc,KS_Complement,0.875714,0.875714,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fConc1,KS_Complement,0.869403,0.869403,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,class,KS_Complement,0.86763,0.86763,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fAsym,KS_Complement,0.779975,0.779975,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fM3Trans,KS_Complement,0.778659,0.778659,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fDist,KS_Complement,0.95241,0.95241,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fM3Trans,KS_Complement,0.948775,0.948775,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fWidth,KS_Complement,0.944408,0.944408,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fConc1,KS_Complement,0.915803,0.915803,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fSize,KS_Complement,0.912498,0.912498,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fConc,KS_Complement,0.905515,0.905515,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fLength,KS_Complement,0.901975,0.901975,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fM3Long,KS_Complement,0.876239,0.876239,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fAsym,KS_Complement,0.871609,0.871609,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fAsym,JS_Divergence,0.088532,0.088532,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fM3Trans,JS_Divergence,0.085756,0.085756,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fConc1,JS_Divergence,0.059929,0.059929,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fConc,JS_Divergence,0.05496,0.05496,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fWidth,JS_Divergence,0.043654,0.043654,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fM3Long,JS_Divergence,0.042017,0.042017,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fLength,JS_Divergence,0.029549,0.029549,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fDist,JS_Divergence,0.021821,0.021821,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fAlpha,JS_Divergence,0.020178,0.020178,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,fSize,JS_Divergence,0.017366,0.017366,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTGAN,class,JS_Divergence,0.013034,0.013034,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fAsym,JS_Divergence,0.081458,0.081458,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fM3Long,JS_Divergence,0.075335,0.075335,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fConc1,JS_Divergence,0.058891,0.058891,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fConc,JS_Divergence,0.056276,0.056276,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fLength,JS_Divergence,0.052726,0.052726,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fM3Trans,JS_Divergence,0.049429,0.049429,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fWidth,JS_Divergence,0.043546,0.043546,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fAlpha,JS_Divergence,0.040471,0.040471,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CopulaGAN,fSize,JS_Divergence,0.039103,0.039103,,feature_fidelity,Generators/SDV models/9. MAGIC Gamma Telescope.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fConc1,KS_Complement,0.968365,0.968365,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fM3Long,KS_Complement,0.961028,0.961028,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fConc,KS_Complement,0.960436,0.960436,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fM3Trans,KS_Complement,0.958299,0.958299,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fLength,KS_Complement,0.952425,0.952425,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fDist,KS_Complement,0.944142,0.944142,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,class,KS_Complement,0.93963,0.93963,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fSize,KS_Complement,0.922284,0.922284,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fWidth,KS_Complement,0.917964,0.917964,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fAlpha,KS_Complement,0.906824,0.906824,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fAsym,KS_Complement,0.905802,0.905802,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,class,KS_Complement,0.99737,0.99737,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fM3Trans,KS_Complement,0.978271,0.978271,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fLength,KS_Complement,0.967581,0.967581,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fSize,KS_Complement,0.965401,0.965401,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fAsym,KS_Complement,0.962127,0.962127,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fDist,KS_Complement,0.960518,0.960518,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fWidth,KS_Complement,0.943421,0.943421,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fM3Long,KS_Complement,0.934775,0.934775,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fConc1,KS_Complement,0.91987,0.91987,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fWidth,JS_Divergence,0.04502,0.04502,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fAsym,JS_Divergence,0.044321,0.044321,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fM3Trans,JS_Divergence,0.03682,0.03682,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fM3Long,JS_Divergence,0.034438,0.034438,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fSize,JS_Divergence,0.024384,0.024384,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fLength,JS_Divergence,0.02197,0.02197,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fDist,JS_Divergence,0.017761,0.017761,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fConc,JS_Divergence,0.016407,0.016407,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fAlpha,JS_Divergence,0.013782,0.013782,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,CTABGAN,fConc1,JS_Divergence,0.01306,0.01306,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fWidth,JS_Divergence,0.052327,0.052327,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fM3Long,JS_Divergence,0.050456,0.050456,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fAlpha,JS_Divergence,0.041312,0.041312,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fAsym,JS_Divergence,0.037755,0.037755,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fConc,JS_Divergence,0.035492,0.035492,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fConc1,JS_Divergence,0.035314,0.035314,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fM3Trans,JS_Divergence,0.034357,0.034357,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fLength,JS_Divergence,0.026938,0.026938,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fSize,JS_Divergence,0.015081,0.015081,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,WGAN_GP,fDist,JS_Divergence,0.013399,0.013399,,feature_fidelity,Generators/Other GANS/9. MAGIC Gamma Telescope_other GAN.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fDist,KS_Complement,0.848,0.848,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fConc,KS_Complement,0.809,0.809,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fAsym,KS_Complement,0.807,0.807,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fConc1,KS_Complement,0.807,0.807,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fWidth,KS_Complement,0.805,0.805,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fSize,KS_Complement,0.805,0.805,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fM3Trans,KS_Complement,0.797,0.797,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fLength,KS_Complement,0.788,0.788,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fM3Long,KS_Complement,0.77,0.77,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fAlpha,KS_Complement,0.713,0.713,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,class,KS_Complement,2e-09,2e-09,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fSize,KS_Complement,0.965,0.965,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fLength,KS_Complement,0.964,0.964,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fConc,KS_Complement,0.964,0.964,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fDist,KS_Complement,0.96,0.96,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fConc1,KS_Complement,0.959,0.959,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fAlpha,KS_Complement,0.954,0.954,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fM3Trans,KS_Complement,0.948,0.948,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fM3Long,KS_Complement,0.945,0.945,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fWidth,KS_Complement,0.943,0.943,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fWidth,JS_Divergence,0.190961,0.190961,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fConc1,JS_Divergence,0.183698,0.183698,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fM3Long,JS_Divergence,0.180634,0.180634,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fConc,JS_Divergence,0.177629,0.177629,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fM3Trans,JS_Divergence,0.17624,0.17624,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fSize,JS_Divergence,0.167298,0.167298,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fAsym,JS_Divergence,0.148391,0.148391,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fLength,JS_Divergence,0.137247,0.137247,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fDist,JS_Divergence,0.118979,0.118979,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,TabDDPM,fAlpha,JS_Divergence,0.097282,0.097282,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fWidth,JS_Divergence,0.038713,0.038713,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fAsym,JS_Divergence,0.034306,0.034306,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fM3Trans,JS_Divergence,0.030114,0.030114,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fM3Long,JS_Divergence,0.0256,0.0256,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fSize,JS_Divergence,0.012272,0.012272,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fConc1,JS_Divergence,0.01154,0.01154,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fLength,JS_Divergence,0.011182,0.011182,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fDist,JS_Divergence,0.010472,0.010472,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fConc,JS_Divergence,0.008462,0.008462,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
9. MAGIC Gamma Telescope,ForestDiffusion,fAlpha,JS_Divergence,0.004156,0.004156,,feature_fidelity,Generators/Diffusion GANs/9. MAGIC Gamma Telescope_diffusion.ipynb
10. Metro interstate,CTGAN,snow_1h,KS_Complement,0.9982,0.9982,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CTGAN,temp,KS_Complement,0.9482,0.9482,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CTGAN,holiday,KS_Complement,0.8944,0.8944,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CTGAN,date_time,KS_Complement,0.8636,0.8636,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CTGAN,clouds_all,KS_Complement,0.807,0.807,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CTGAN,weather_main,KS_Complement,0.7782,0.7782,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CTGAN,weather_description,KS_Complement,0.7674,0.7674,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CTGAN,rain_1h,KS_Complement,0.6118,0.6118,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CopulaGAN,snow_1h,KS_Complement,0.9982,0.9982,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CopulaGAN,holiday,KS_Complement,0.9034,0.9034,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CopulaGAN,temp,KS_Complement,0.8894,0.8894,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CopulaGAN,date_time,KS_Complement,0.8832,0.8832,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CopulaGAN,clouds_all,KS_Complement,0.8286,0.8286,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CopulaGAN,weather_main,KS_Complement,0.7746,0.7746,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CopulaGAN,weather_description,KS_Complement,0.751,0.751,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CopulaGAN,rain_1h,KS_Complement,0.0704,0.0704,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,TVAE,holiday,KS_Complement,0.999,0.999,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,TVAE,snow_1h,KS_Complement,0.9982,0.9982,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,TVAE,rain_1h,KS_Complement,0.9646,0.9646,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,TVAE,weather_main,KS_Complement,0.9316,0.9316,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CTGAN,date_time,JS_Divergence,0.998561,0.998561,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
10. Metro interstate,CTGAN,rain_1h,JS_Divergence,0.280612,0.280612,,feature_fidelity,Generators/SDV models/10. Metro Interstate Traffic Volume.ipynb
