Dataset,Generator,Metric,Mean_CV,Std_CV,N
6. Wine dataset,ForestDiffusion,F1,0.09078048422201704,0.015499524626115174,18
6. Wine dataset,ForestDiffusion,Precision,0.09680652924858998,0.01335123495509383,18
6. Wine dataset,ForestDiffusion,Recall,0.0886597141713372,0.017100368940220705,18
6. Wine dataset,GaussianCopula,Accuracy,0.06890797176857087,0.030878617820995213,20
6. Wine dataset,GaussianCopula,F1,0.08062788677094736,0.026751778711014338,20
6. Wine dataset,GaussianCopula,Precision,0.13796395912072398,0.0453258071775507,20
6. Wine dataset,GaussianCopula,Recall,0.06890797176857087,0.030878617820995213,20
6. Wine dataset,TVAE,Accuracy,0.055508383894214496,0.019562099222811005,20
6. Wine dataset,TVAE,F1,0.0677797723327159,0.019348563448250533,20
6. Wine dataset,TVAE,Precision,0.10398305939793022,0.04544326645149224,20
6. Wine dataset,TVAE,Recall,0.055508383894214496,0.019562099222811005,20
6. Wine dataset,TabDDPM,Accuracy,0.07852926748829643,0.04465253028538862,18
6. Wine dataset,TabDDPM,F1,0.0917735206973055,0.046216007945294,18
6. Wine dataset,TabDDPM,Precision,0.1422612052103093,0.10125042107053793,18
6. Wine dataset,TabDDPM,Recall,0.07852926748829643,0.04465253028538862,18
6. Wine dataset,WGAN_GP,Accuracy,0.08037323602544656,0.019028528927673625,20
6. Wine dataset,WGAN_GP,F1,0.08259950567130031,0.020861415795045947,20
6. Wine dataset,WGAN_GP,Precision,0.0848793719697815,0.023618379819843337,20
6. Wine dataset,WGAN_GP,Recall,0.08037323602544656,0.019028528927673625,20
7. CDC diabetes dataset,CTABGAN,Accuracy,0.005092023494733365,0.006336522782224679,20
7. CDC diabetes dataset,CTABGAN,F1,0.03228429767727482,0.011913956014632385,20
7. CDC diabetes dataset,CTABGAN,Precision,0.027248343446758434,0.012008719206130567,20
7. CDC diabetes dataset,CTABGAN,Recall,0.05312634395951264,0.015377372640764489,20
7. CDC diabetes dataset,CTGAN,Accuracy,0.0029186438636708695,0.004042046941102915,20
7. CDC diabetes dataset,CTGAN,F1,0.17567874651480225,0.11706727970379091,20
7. CDC diabetes dataset,CTGAN,Precision,0.049600091990695344,0.026587686709065878,20
7. CDC diabetes dataset,CTGAN,Recall,0.200086227075945,0.11223284153472464,20
7. CDC diabetes dataset,CopulaGAN,Accuracy,0.007095689647017074,0.006569340653322484,20
7. CDC diabetes dataset,CopulaGAN,F1,0.04648509083223944,0.01989822703744095,20
7. CDC diabetes dataset,CopulaGAN,Precision,0.03561848039337535,0.016712086741260963,20
7. CDC diabetes dataset,CopulaGAN,Recall,0.07884191717177905,0.02886415104123315,20
7. CDC diabetes dataset,ForestDiffusion,Accuracy,0.00763154534917139,0.013432700655612528,20
7. CDC diabetes dataset,ForestDiffusion,F1,0.06682497745306389,0.03706430751091475,20
7. CDC diabetes dataset,ForestDiffusion,Precision,0.03825886453557115,0.016210694298115662,20
7. CDC diabetes dataset,ForestDiffusion,Recall,0.08856362415868892,0.05311163180123187,20
7. CDC diabetes dataset,GaussianCopula,Accuracy,0.005356972136763261,0.005731970445393884,20
7. CDC diabetes dataset,GaussianCopula,F1,0.5815604699589745,0.6340458880259983,18
7. CDC diabetes dataset,GaussianCopula,Precision,0.29796819543327946,0.2832973435451397,18
7. CDC diabetes dataset,GaussianCopula,Recall,0.624879360463378,0.6250060050843531,18
7. CDC diabetes dataset,TVAE,Accuracy,0.0059337098853714295,0.0032850488473991327,20
7. CDC diabetes dataset,TVAE,F1,0.044990931689419596,0.018414424690962362,20
7. CDC diabetes dataset,TVAE,Precision,0.03770579838651434,0.015656190372741054,20
7. CDC diabetes dataset,TVAE,Recall,0.08033338379076863,0.023967374084780335,20
7. CDC diabetes dataset,TabDDPM,Accuracy,0.008350553576700781,0.013504135109506847,20
7. CDC diabetes dataset,TabDDPM,F1,0.675919897793134,0.5026534376723023,18
7. CDC diabetes dataset,TabDDPM,Precision,0.5650560632459447,0.562029161607849,18
7. CDC diabetes dataset,TabDDPM,Recall,0.7058590323625832,0.49907335464483876,18
7. CDC diabetes dataset,WGAN_GP,Accuracy,0.0043966071235194545,0.005824664545429966,20
7. CDC diabetes dataset,WGAN_GP,F1,0.19485438311463518,0.1699224523521325,20
7. CDC diabetes dataset,WGAN_GP,Precision,0.04947238519569367,0.027371596367957027,20
7. CDC diabetes dataset,WGAN_GP,Recall,0.2432869170773444,0.20341965779248475,20
8. Mushroom dataset,CTABGAN,Accuracy,0.025113288598558943,0.016459334443061385,20
8. Mushroom dataset,CTABGAN,F1,0.02635401448184545,0.029648875921825697,20
8. Mushroom dataset,CTABGAN,Precision,0.017046609064624095,0.012552100544788652,20
8. Mushroom dataset,CTABGAN,Recall,0.0483120403874973,0.046101309571626205,20
8. Mushroom dataset,CTGAN,Accuracy,0.031669853976088125,0.0095920008896683,20
8. Mushroom dataset,CTGAN,F1,0.03720022827783144,0.016666302302946582,20
8. Mushroom dataset,CTGAN,Precision,0.032564436816803044,0.0074557626894852826,20
8. Mushroom dataset,CTGAN,Recall,0.06672953777326887,0.029159256645097054,20
8. Mushroom dataset,CopulaGAN,Accuracy,0.021461440386272984,0.01461786159986092,20
8. Mushroom dataset,CopulaGAN,F1,0.01764539432497086,0.0124584427217065,20
8. Mushroom dataset,CopulaGAN,Precision,0.013767326873143807,0.010051389864686724,20
8. Mushroom dataset,CopulaGAN,Recall,0.0330188532825495,0.014883129787458916,20
8. Mushroom dataset,ForestDiffusion,Accuracy,0.011454255600212966,0.007381310973271844,20
8. Mushroom dataset,ForestDiffusion,F1,0.010596759925261837,0.006422715787824035,20
8. Mushroom dataset,ForestDiffusion,Precision,0.012345760405866116,0.008886755016118627,20
8. Mushroom dataset,ForestDiffusion,Recall,0.018516725331551624,0.010424347461344696,20
8. Mushroom dataset,GaussianCopula,Accuracy,0.026461514214983172,0.009606767036464306,20
8. Mushroom dataset,GaussianCopula,F1,0.02622714110361989,0.008135372127390158,20
8. Mushroom dataset,GaussianCopula,Precision,0.02323875910731702,0.012908442451973987,20
8. Mushroom dataset,GaussianCopula,Recall,0.04769410411531864,0.015558599830978221,20
8. Mushroom dataset,TVAE,Accuracy,0.01236962381406016,0.00469154088937693,20
8. Mushroom dataset,TVAE,F1,0.011028911506187965,0.002974237755416297,20
8. Mushroom dataset,TVAE,Precision,0.015955121033350526,0.008653115277024928,20
8. Mushroom dataset,TVAE,Recall,0.025351603902573495,0.008235649779090717,20
8. Mushroom dataset,TabDDPM,Accuracy,0.033968373589904954,0.012100342235751297,20
8. Mushroom dataset,TabDDPM,F1,0.05061201977546924,0.015230711143364368,20
8. Mushroom dataset,TabDDPM,Precision,0.023561040066270446,0.010739264580473279,20
8. Mushroom dataset,TabDDPM,Recall,0.0910898060240947,0.021733442209443735,20
8. Mushroom dataset,WGAN_GP,Accuracy,0.01508265416894986,0.005858837228825442,20
8. Mushroom dataset,WGAN_GP,F1,0.014315514134954627,0.009095197572280396,20
8. Mushroom dataset,WGAN_GP,Precision,0.013516294250463185,0.0053468181160271225,20
8. Mushroom dataset,WGAN_GP,Recall,0.02345744995304052,0.018526005574777432,20
9. MAGIC Gamma Telescope,CTABGAN,Accuracy,0.01006536642855073,0.0022772266986720666,20
9. MAGIC Gamma Telescope,CTABGAN,F1,0.006559140797501595,0.002373795653624671,20
9. MAGIC Gamma Telescope,CTABGAN,Precision,0.010327592414874234,0.001615750276142553,20
9. MAGIC Gamma Telescope,CTABGAN,Recall,0.010515971570159715,0.006385891630224632,20
9. MAGIC Gamma Telescope,CTGAN,Accuracy,0.0130274770851602,0.00252214081040223,20
9. MAGIC Gamma Telescope,CTGAN,F1,0.011106932642209726,0.002857417367676822,20
9. MAGIC Gamma Telescope,CTGAN,Precision,0.009046544873946759,0.00333816156605582,20
9. MAGIC Gamma Telescope,CTGAN,Recall,0.019578341205671937,0.0058862764772102255,20
9. MAGIC Gamma Telescope,CopulaGAN,Accuracy,0.014655585236149432,0.008493211403422844,20
9. MAGIC Gamma Telescope,CopulaGAN,F1,0.011751710368550636,0.007375723526766874,20
9. MAGIC Gamma Telescope,CopulaGAN,Precision,0.010257562651350218,0.004326843118574741,20
9. MAGIC Gamma Telescope,CopulaGAN,Recall,0.020572519514589167,0.009792343743479131,20
9. MAGIC Gamma Telescope,ForestDiffusion,Accuracy,0.008765772801187361,0.002473927762178728,20
9. MAGIC Gamma Telescope,ForestDiffusion,F1,0.006357557440450276,0.002248110928734421,20
9. MAGIC Gamma Telescope,ForestDiffusion,Precision,0.0077051956319742,0.001749010334218717,20
9. MAGIC Gamma Telescope,ForestDiffusion,Recall,0.01003411622379684,0.005225499374571163,20
9. MAGIC Gamma Telescope,GaussianCopula,Accuracy,0.018769105570455864,0.006110638390540719,20
9. MAGIC Gamma Telescope,GaussianCopula,F1,0.011976981233552331,0.005864838104293128,20
9. MAGIC Gamma Telescope,GaussianCopula,Precision,0.013515708230674592,0.0023463578085639474,20
9. MAGIC Gamma Telescope,GaussianCopula,Recall,0.015069651279701562,0.011469713355624125,20
9. MAGIC Gamma Telescope,TVAE,Accuracy,0.011793150297583427,0.0027598799226023975,20
9. MAGIC Gamma Telescope,TVAE,F1,0.01075403810184171,0.003678317959679456,20
9. MAGIC Gamma Telescope,TVAE,Precision,0.009368522707715342,0.004082304323304297,20
9. MAGIC Gamma Telescope,TVAE,Recall,0.020317274571099792,0.0077284771956763155,20
9. MAGIC Gamma Telescope,TabDDPM,Accuracy,0.012985220009298104,0.00751736696221746,20
9. MAGIC Gamma Telescope,TabDDPM,F1,0.007700834531463821,0.004892726535379102,20
9. MAGIC Gamma Telescope,TabDDPM,Precision,0.008079029620042704,0.004729722313633068,20
9. MAGIC Gamma Telescope,TabDDPM,Recall,0.012160053077947493,0.007657311136018974,20
9. MAGIC Gamma Telescope,WGAN_GP,Accuracy,0.009356050901150334,0.005167657157370631,20
9. MAGIC Gamma Telescope,WGAN_GP,F1,0.007046016785052694,0.00538018903063034,20
9. MAGIC Gamma Telescope,WGAN_GP,Precision,0.009277226659747381,0.0017927234870609295,20
9. MAGIC Gamma Telescope,WGAN_GP,Recall,0.013804980495422364,0.010000167301990253,20
