Dataset,Generator,Classifier,Metric,EvaluationType,Mean,Std,Count,CI_Low,CI_High
3. Adult,CTABGAN,Gradient Boosting,Precision,TRTR,0.8235432786967685,0.02699678959462002,2,0.8042309388207429,0.842855618572794
3. Adult,CTABGAN,Gradient Boosting,Precision,TSTR,0.4344526073437372,0.2874896824620755,2,0.2287948775940965,0.6401103370933778
3. Adult,CTABGAN,Gradient Boosting,Recall,TRTR,0.8324999999999999,0.02497220677295281,2,0.8146359594271994,0.8503640405728005
3. Adult,CTABGAN,Gradient Boosting,Recall,TSTR,0.2820000000000001,0.1229543727476896,2,0.19404374033347577,0.3699562596665244
3. Adult,CTABGAN,KNN,Accuracy,TRTR,0.8069999999999998,0.02250925735484548,2,0.7908978473025423,0.8231021526974573
3. Adult,CTABGAN,KNN,Accuracy,TSTR,0.5395000000000001,0.04675289652345974,2,0.5060549925969849,0.5729450074030152
3. Adult,CTABGAN,KNN,F1,TRTR,0.8008786340418022,0.02509907434611157,2,0.7829238378743965,0.8188334302092078
3. Adult,CTABGAN,KNN,F1,TSTR,0.5735730770211602,0.04189032530164932,2,0.5436065435225272,0.6035396105197932
3. Adult,CTABGAN,KNN,Precision,TRTR,0.7978462200616508,0.02661462081347623,2,0.7788072672624696,0.8168851728608321
3. Adult,CTABGAN,KNN,Precision,TSTR,0.6329960699508939,0.03720450869806709,2,0.6063815677198283,0.6596105721819594
3. Adult,CTABGAN,KNN,Recall,TRTR,0.8069999999999998,0.02250925735484548,2,0.7908978473025423,0.8231021526974573
3. Adult,CTABGAN,KNN,Recall,TSTR,0.5395000000000001,0.04675289652345971,2,0.5060549925969849,0.5729450074030152
3. Adult,CTABGAN,Logistic Regression,Accuracy,TRTR,0.828,0.02175622516277427,2,0.8124365340815721,0.8435634659184278
3. Adult,CTABGAN,Logistic Regression,Accuracy,TSTR,0.7710000000000001,0.005676462121975472,2,0.7669393036194637,0.7750606963805365
3. Adult,CTABGAN,Logistic Regression,F1,TRTR,0.8104028939447145,0.02627109794847402,2,0.7916096825993776,0.8291961052900515
3. Adult,CTABGAN,Logistic Regression,F1,TSTR,0.6792270257044539,0.005964965435826891,2,0.6749599464859534,0.6834941049229545
3. Adult,CTABGAN,Logistic Regression,Precision,TRTR,0.8146192868859166,0.02793976606486409,2,0.7946323822797173,0.8346061914921158
3. Adult,CTABGAN,Logistic Regression,Precision,TSTR,0.6572465604408354,0.07648325296866097,2,0.6025337372372506,0.7119593836444202
3. Adult,CTABGAN,Logistic Regression,Recall,TRTR,0.828,0.02175622516277427,2,0.8124365340815721,0.8435634659184278
3. Adult,CTABGAN,Logistic Regression,Recall,TSTR,0.7710000000000001,0.005676462121975472,2,0.7669393036194637,0.7750606963805365
3. Adult,CTABGAN,MLP,Accuracy,TRTR,0.8074999999999999,0.02552232138518923,2,0.7892424311402508,0.8257575688597489
3. Adult,CTABGAN,MLP,Accuracy,TSTR,0.5445,0.05346078521267299,2,0.506256458098555,0.582743541901445
3. Adult,CTABGAN,MLP,F1,TRTR,0.8069554910760722,0.02380568201797918,2,0.7899259320427484,0.823985050109396
3. Adult,CTABGAN,MLP,F1,TSTR,0.5747243661498704,0.04444876691746765,2,0.5429276337727938,0.606521098526947
3. Adult,CTABGAN,MLP,Precision,TRTR,0.808348378171001,0.02217982684553994,2,0.7924818858634185,0.8242148704785836
3. Adult,CTABGAN,MLP,Precision,TSTR,0.6233682211267764,0.02980931125280909,2,0.6020439244593234,0.6446925177942293
3. Adult,CTABGAN,MLP,Recall,TRTR,0.8074999999999999,0.02552232138518923,2,0.7892424311402508,0.8257575688597489
3. Adult,CTABGAN,MLP,Recall,TSTR,0.5445,0.05346078521267298,2,0.506256458098555,0.582743541901445
3. Adult,CTABGAN,Naive Bayes,Accuracy,TRTR,0.8090000000000002,0.02579836342785244,2,0.7905449625586889,0.8274550374413114
3. Adult,CTABGAN,Naive Bayes,Accuracy,TSTR,0.7165000000000001,0.03291824890712006,2,0.6929517033112487,0.7400482966887516
3. Adult,CTABGAN,Naive Bayes,F1,TRTR,0.7856952309335539,0.02992064254649245,2,0.7642912926563119,0.8070991692107958
3. Adult,CTABGAN,Naive Bayes,F1,TSTR,0.6894713954869172,0.03646478179955183,2,0.6633860620012498,0.7155567289725845
3. Adult,CTABGAN,Naive Bayes,Precision,TRTR,0.7897580695297388,0.03856477005414511,2,0.7621704949436537,0.8173456441158239
3. Adult,CTABGAN,Naive Bayes,Precision,TSTR,0.6730050245996575,0.04502745246812546,2,0.6407943255175222,0.7052157236817927
3. Adult,CTABGAN,Naive Bayes,Recall,TRTR,0.8090000000000002,0.02579836342785244,2,0.7905449625586889,0.8274550374413114
3. Adult,CTABGAN,Naive Bayes,Recall,TSTR,0.7165000000000001,0.03291824890712006,2,0.6929517033112487,0.7400482966887516
3. Adult,CTABGAN,Random Forest,Accuracy,TRTR,0.8385000000000001,0.02582526755804176,2,0.8200257165033583,0.856974283496642
3. Adult,CTABGAN,Random Forest,Accuracy,TSTR,0.4635,0.09395773281404547,2,0.3962866869604653,0.5307133130395347
3. Adult,CTABGAN,Random Forest,F1,TRTR,0.8305541949820711,0.02852270307867011,2,0.8101502823572895,0.8509581076068526
3. Adult,CTABGAN,Random Forest,F1,TSTR,0.4903109289132959,0.1094218255344435,2,0.4120352703513805,0.5685865874752114
3. Adult,CTABGAN,Random Forest,Precision,TRTR,0.829281699641512,0.02975094206425076,2,0.8079991577761912,0.8505642415068327
3. Adult,CTABGAN,Random Forest,Precision,TSTR,0.6694683415977043,0.03920304505969838,2,0.641424172578477,0.6975125106169316
3. Adult,CTABGAN,Random Forest,Recall,TRTR,0.8385000000000001,0.02582526755804176,2,0.8200257165033583,0.856974283496642
3. Adult,CTABGAN,Random Forest,Recall,TSTR,0.4635,0.09395773281404547,2,0.3962866869604653,0.5307133130395347
3. Adult,CTABGAN,SVM-RBF,Accuracy,TRTR,0.8334999999999999,0.01434689281110488,2,0.8232368511481015,0.8437631488518983
3. Adult,CTABGAN,SVM-RBF,Accuracy,TSTR,0.7135,0.0209563037453332,2,0.6985087633917866,0.7284912366082135
3. Adult,CTABGAN,SVM-RBF,F1,TRTR,0.8149481177437427,0.01858408003146085,2,0.8016538677517971,0.8282423677356882
3. Adult,CTABGAN,SVM-RBF,F1,TSTR,0.6664461383088471,0.01752812564441936,2,0.6539072725800804,0.6789850040376139
3. Adult,CTABGAN,SVM-RBF,Precision,TRTR,0.8237068747328286,0.01830566279058784,2,0.8106117924368877,0.8368019570287694
3. Adult,CTABGAN,SVM-RBF,Precision,TSTR,0.6373621097134691,0.0224036366561004,2,0.6213355135122741,0.653388705914664
3. Adult,CTABGAN,SVM-RBF,Recall,TRTR,0.8334999999999999,0.01434689281110488,2,0.8232368511481015,0.8437631488518983
3. Adult,CTABGAN,SVM-RBF,Recall,TSTR,0.7135,0.0209563037453332,2,0.6985087633917866,0.7284912366082135
3. Adult,CTGAN,AdaBoost,Accuracy,TRTR,0.837,0.02335713072180646,2,0.8202913152340833,0.8537086847659167
3. Adult,CTGAN,AdaBoost,Accuracy,TSTR,0.7750000000000001,1.1702778228589e-16,2,0.775,0.7750000000000002
3. Adult,CTGAN,AdaBoost,F1,TRTR,0.8271380947617498,0.02698482468705257,2,0.8078343140649821,0.8464418754585176
3. Adult,CTGAN,AdaBoost,F1,TSTR,0.6767605633802816,0.0,2,0.6767605633802816,0.6767605633802816
3. Adult,CTGAN,AdaBoost,Precision,TRTR,0.8274717782384444,0.02800542328232125,2,0.8074379052883093,0.8475056511885796
3. Adult,CTGAN,AdaBoost,Precision,TSTR,0.600625,0.0,2,0.600625,0.600625
3. Adult,CTGAN,AdaBoost,Recall,TRTR,0.837,0.02335713072180646,2,0.8202913152340833,0.8537086847659167
3. Adult,CTGAN,AdaBoost,Recall,TSTR,0.7750000000000001,1.1702778228589e-16,2,0.775,0.7750000000000002
3. Adult,CTGAN,Decision Tree,Accuracy,TRTR,0.784,0.02913569784454954,2,0.7631575773361119,0.8048424226638882
3. Adult,CTGAN,Decision Tree,Accuracy,TSTR,0.4145,0.05193211380681942,2,0.37735000374571925,0.4516499962542807
3. Adult,CTGAN,Decision Tree,F1,TRTR,0.785293092246484,0.02860525768452616,2,0.7648301236142822,0.8057560608786859
3. Adult,CTGAN,Decision Tree,F1,TSTR,0.4955059343017433,0.05078751298254856,2,0.4591747361517047,0.5318371324517819
3. Adult,CTGAN,Decision Tree,Precision,TRTR,0.7880825733490411,0.02887004930408354,2,0.767430184203141,0.8087349624949411
3. Adult,CTGAN,Decision Tree,Precision,TSTR,0.6537085477937802,0.04406575732841763,2,0.6221858039712903,0.68523129161627
3. Adult,CTGAN,Decision Tree,Recall,TRTR,0.784,0.02913569784454954,2,0.7631575773361119,0.8048424226638882
3. Adult,CTGAN,Decision Tree,Recall,TSTR,0.4145,0.05193211380681943,2,0.37735000374571925,0.4516499962542807
3. Adult,CTGAN,Extra Trees,Accuracy,TRTR,0.8240000000000001,0.02469817807045691,2,0.8063319877519689,0.8416680122480312
3. Adult,CTGAN,Extra Trees,Accuracy,TSTR,0.6809999999999998,0.01646545204697126,2,0.669221325167979,0.6927786748320206
3. Adult,CTGAN,Extra Trees,F1,TRTR,0.8177052906725901,0.02578592983226878,2,0.7992591476897459,0.8361514336554343
3. Adult,CTGAN,Extra Trees,F1,TSTR,0.650475074696722,0.01573945262584563,2,0.639215748564347,0.6617344008290971
3. Adult,CTGAN,Extra Trees,Precision,TRTR,0.8164120745306315,0.02647286138062653,2,0.7974745303207282,0.8353496187405347
3. Adult,CTGAN,Extra Trees,Precision,TSTR,0.6285194053483779,0.02020463590284133,2,0.6140658795223004,0.6429729311744554
3. Adult,CTGAN,Extra Trees,Recall,TRTR,0.8240000000000001,0.02469817807045691,2,0.8063319877519689,0.8416680122480312
3. Adult,CTGAN,Extra Trees,Recall,TSTR,0.6809999999999998,0.01646545204697126,2,0.669221325167979,0.6927786748320206
3. Adult,CTGAN,Gradient Boosting,Accuracy,TRTR,0.8324999999999999,0.02497220677295281,2,0.8146359594271994,0.8503640405728005
3. Adult,CTGAN,Gradient Boosting,Accuracy,TSTR,0.757,0.00856348838577676,2,0.7508740494438837,0.7631259505561163
3. Adult,CTGAN,Gradient Boosting,F1,TRTR,0.8241877083342415,0.02593734444018238,2,0.8056332498659587,0.8427421668025242
3. Adult,CTGAN,Gradient Boosting,F1,TSTR,0.669460917721575,0.007018283576359978,2,0.6644403400970413,0.6744814953461087
3. Adult,CTGAN,Gradient Boosting,Precision,TRTR,0.8235432786967685,0.02699678959462002,2,0.8042309388207429,0.842855618572794
3. Adult,CTGAN,Gradient Boosting,Precision,TSTR,0.6101075697728033,0.03806187034551214,2,0.5828797479663084,0.6373353915792983
3. Adult,CTGAN,Gradient Boosting,Recall,TRTR,0.8324999999999999,0.02497220677295281,2,0.8146359594271994,0.8503640405728005
3. Adult,CTGAN,Gradient Boosting,Recall,TSTR,0.757,0.00856348838577676,2,0.7508740494438837,0.7631259505561163
3. Adult,CTGAN,KNN,Accuracy,TRTR,0.8069999999999998,0.02250925735484548,2,0.7908978473025423,0.8231021526974573
3. Adult,CTGAN,KNN,Accuracy,TSTR,0.6024999999999999,0.03066394915495683,2,0.5805643322071262,0.6244356677928736
3. Adult,CTGAN,KNN,F1,TRTR,0.8008786340418022,0.02509907434611157,2,0.7829238378743965,0.8188334302092078
3. Adult,CTGAN,KNN,F1,TSTR,0.6218708950317688,0.02864187703133056,2,0.6013817304969377,0.6423600595666
3. Adult,CTGAN,KNN,Precision,TRTR,0.7978462200616508,0.02661462081347623,2,0.7788072672624696,0.8168851728608321
3. Adult,CTGAN,KNN,Precision,TSTR,0.6436062631497312,0.02772881674455385,2,0.6237702625966295,0.663442263702833
3. Adult,CTGAN,KNN,Recall,TRTR,0.8069999999999998,0.02250925735484548,2,0.7908978473025423,0.8231021526974573
3. Adult,CTGAN,KNN,Recall,TSTR,0.6024999999999999,0.03066394915495683,2,0.5805643322071262,0.6244356677928736
3. Adult,CTGAN,Logistic Regression,Accuracy,TRTR,0.828,0.02175622516277427,2,0.8124365340815721,0.8435634659184278
3. Adult,CTGAN,Logistic Regression,Accuracy,TSTR,0.7750000000000001,1.1702778228589e-16,2,0.775,0.7750000000000002
3. Adult,CTGAN,Logistic Regression,F1,TRTR,0.8104028939447145,0.02627109794847402,2,0.7916096825993776,0.8291961052900515
3. Adult,CTGAN,Logistic Regression,F1,TSTR,0.6767605633802816,0.0,2,0.6767605633802816,0.6767605633802816
3. Adult,CTGAN,Logistic Regression,Precision,TRTR,0.8146192868859166,0.02793976606486409,2,0.7946323822797173,0.8346061914921158
3. Adult,CTGAN,Logistic Regression,Precision,TSTR,0.600625,0.0,2,0.600625,0.600625
3. Adult,CTGAN,Logistic Regression,Recall,TRTR,0.828,0.02175622516277427,2,0.8124365340815721,0.8435634659184278
3. Adult,CTGAN,Logistic Regression,Recall,TSTR,0.7750000000000001,1.1702778228589e-16,2,0.775,0.7750000000000002
3. Adult,CTGAN,MLP,Accuracy,TRTR,0.8074999999999999,0.02552232138518923,2,0.7892424311402508,0.8257575688597489
3. Adult,CTGAN,MLP,Accuracy,TSTR,0.6304999999999998,0.03639673367518331,2,0.6044633452100391,0.6565366547899606
3. Adult,CTGAN,MLP,F1,TRTR,0.8069554910760722,0.02380568201797918,2,0.7899259320427484,0.823985050109396
3. Adult,CTGAN,MLP,F1,TSTR,0.6303010295137488,0.02836652873774047,2,0.6100088372822894,0.6505932217452082
3. Adult,CTGAN,MLP,Precision,TRTR,0.808348378171001,0.02217982684553994,2,0.7924818858634185,0.8242148704785836
3. Adult,CTGAN,MLP,Precision,TSTR,0.6322364314339317,0.02639683199059354,2,0.6133532753732467,0.6511195874946167
3. Adult,CTGAN,MLP,Recall,TRTR,0.8074999999999999,0.02552232138518923,2,0.7892424311402508,0.8257575688597489
3. Adult,CTGAN,MLP,Recall,TSTR,0.6305,0.03639673367518328,2,0.6044633452100392,0.6565366547899607
3. Adult,CTGAN,Naive Bayes,Accuracy,TRTR,0.8090000000000002,0.02579836342785244,2,0.7905449625586889,0.8274550374413114
3. Adult,CTGAN,Naive Bayes,Accuracy,TSTR,0.741,0.01542004467496052,2,0.7299691645511183,0.7520308354488817
3. Adult,CTGAN,Naive Bayes,F1,TRTR,0.7856952309335539,0.02992064254649245,2,0.7642912926563119,0.8070991692107958
3. Adult,CTGAN,Naive Bayes,F1,TSTR,0.6703490856546325,0.01996279622118603,2,0.6560685615149691,0.6846296097942959
3. Adult,CTGAN,Naive Bayes,Precision,TRTR,0.7897580695297388,0.03856477005414511,2,0.7621704949436537,0.8173456441158239
3. Adult,CTGAN,Naive Bayes,Precision,TSTR,0.6680308537828543,0.09933968283743749,2,0.596967525626402,0.7390941819393066
3. Adult,CTGAN,Naive Bayes,Recall,TRTR,0.8090000000000002,0.02579836342785244,2,0.7905449625586889,0.8274550374413114
3. Adult,CTGAN,Naive Bayes,Recall,TSTR,0.741,0.01542004467496052,2,0.7299691645511183,0.7520308354488817
3. Adult,CTGAN,Random Forest,Accuracy,TRTR,0.8385000000000001,0.02582526755804176,2,0.8200257165033583,0.856974283496642
3. Adult,CTGAN,Random Forest,Accuracy,TSTR,0.6910000000000001,0.0199722029052603,2,0.6767127467239217,0.7052872532760784
3. Adult,CTGAN,Random Forest,F1,TRTR,0.8305541949820711,0.02852270307867011,2,0.8101502823572895,0.8509581076068526
3. Adult,CTGAN,Random Forest,F1,TSTR,0.6548972907516066,0.01939686431566386,2,0.6410216099088777,0.6687729715943356
3. Adult,CTGAN,Random Forest,Precision,TRTR,0.829281699641512,0.02975094206425076,2,0.8079991577761912,0.8505642415068327
3. Adult,CTGAN,Random Forest,Precision,TSTR,0.6292317395218868,0.02366682502841334,2,0.6123015127949937,0.64616196624878
3. Adult,CTGAN,Random Forest,Recall,TRTR,0.8385000000000001,0.02582526755804176,2,0.8200257165033583,0.856974283496642
3. Adult,CTGAN,Random Forest,Recall,TSTR,0.6910000000000001,0.0199722029052603,2,0.6767127467239217,0.7052872532760784
3. Adult,CTGAN,SVM-RBF,Accuracy,TRTR,0.8334999999999999,0.01434689281110488,2,0.8232368511481015,0.8437631488518983
3. Adult,CTGAN,SVM-RBF,Accuracy,TSTR,0.7745000000000001,0.001581138830084191,2,0.773368921418573,0.7756310785814271
3. Adult,CTGAN,SVM-RBF,F1,TRTR,0.8149481177437427,0.01858408003146085,2,0.8016538677517971,0.8282423677356882
3. Adult,CTGAN,SVM-RBF,F1,TSTR,0.6765138855733269,0.0007800637181922404,2,0.6759558616054072,0.6770719095412466
3. Adult,CTGAN,SVM-RBF,Precision,TRTR,0.8237068747328286,0.01830566279058784,2,0.8106117924368877,0.8368019570287694
3. Adult,CTGAN,SVM-RBF,Precision,TSTR,0.6005373743718593,0.0002770965663275487,2,0.6003391514295112,0.6007355973142073
3. Adult,CTGAN,SVM-RBF,Recall,TRTR,0.8334999999999999,0.01434689281110488,2,0.8232368511481015,0.8437631488518983
3. Adult,CTGAN,SVM-RBF,Recall,TSTR,0.7745000000000001,0.001581138830084191,2,0.773368921418573,0.7756310785814271
3. Adult,CopulaGAN,AdaBoost,Accuracy,TRTR,0.837,0.02335713072180646,2,0.8202913152340833,0.8537086847659167
3. Adult,CopulaGAN,AdaBoost,Accuracy,TSTR,0.7735000000000001,0.003374742788552768,2,0.7710858544402746,0.7759141455597256
3. Adult,CopulaGAN,AdaBoost,F1,TRTR,0.8271380947617498,0.02698482468705257,2,0.8078343140649821,0.8464418754585176
3. Adult,CopulaGAN,AdaBoost,F1,TSTR,0.6769209194224951,0.003521803840977655,2,0.6744015727233155,0.6794402661216747
3. Adult,CopulaGAN,AdaBoost,Precision,TRTR,0.8274717782384444,0.02800542328232125,2,0.8074379052883093,0.8475056511885796
3. Adult,CopulaGAN,AdaBoost,Precision,TSTR,0.6118265157860007,0.03635380175755802,2,0.5858205726398005,0.6378324589322009
3. Adult,CopulaGAN,AdaBoost,Recall,TRTR,0.837,0.02335713072180646,2,0.8202913152340833,0.8537086847659167
3. Adult,CopulaGAN,AdaBoost,Recall,TSTR,0.7735000000000001,0.003374742788552768,2,0.7710858544402746,0.7759141455597256
3. Adult,CopulaGAN,Decision Tree,Accuracy,TRTR,0.784,0.02913569784454954,2,0.7631575773361119,0.8048424226638882
3. Adult,CopulaGAN,Decision Tree,Accuracy,TSTR,0.406,0.02998147576235848,2,0.38455254426167484,0.4274474557383252
3. Adult,CopulaGAN,Decision Tree,F1,TRTR,0.785293092246484,0.02860525768452616,2,0.7648301236142822,0.8057560608786859
3. Adult,CopulaGAN,Decision Tree,F1,TSTR,0.4901652986595783,0.03292898173352029,2,0.46660932416934064,0.513721273149816
3. Adult,CopulaGAN,Decision Tree,Precision,TRTR,0.7880825733490411,0.02887004930408354,2,0.767430184203141,0.8087349624949411
3. Adult,CopulaGAN,Decision Tree,Precision,TSTR,0.6509513288658241,0.04218478877560391,2,0.6207741488875365,0.6811285088441117
3. Adult,CopulaGAN,Decision Tree,Recall,TRTR,0.784,0.02913569784454954,2,0.7631575773361119,0.8048424226638882
3. Adult,CopulaGAN,Decision Tree,Recall,TSTR,0.406,0.02998147576235848,2,0.38455254426167484,0.4274474557383252
3. Adult,CopulaGAN,Extra Trees,Accuracy,TRTR,0.8240000000000001,0.02469817807045691,2,0.8063319877519689,0.8416680122480312
3. Adult,CopulaGAN,Extra Trees,Accuracy,TSTR,0.658,0.0279085809185793,2,0.63803540390356,0.6779645960964401
3. Adult,CopulaGAN,Extra Trees,F1,TRTR,0.8177052906725901,0.02578592983226878,2,0.7992591476897459,0.8361514336554343
3. Adult,CopulaGAN,Extra Trees,F1,TSTR,0.6391106974743808,0.02356547339726482,2,0.6222529733367629,0.6559684216119986
3. Adult,CopulaGAN,Extra Trees,Precision,TRTR,0.8164120745306315,0.02647286138062653,2,0.7974745303207282,0.8353496187405347
3. Adult,CopulaGAN,Extra Trees,Precision,TSTR,0.6250217809647554,0.024116715461468,2,0.6077697220096384,0.6422738399198723
3. Adult,CopulaGAN,Extra Trees,Recall,TRTR,0.8240000000000001,0.02469817807045691,2,0.8063319877519689,0.8416680122480312
3. Adult,CopulaGAN,Extra Trees,Recall,TSTR,0.658,0.0279085809185793,2,0.63803540390356,0.6779645960964401
3. Adult,CopulaGAN,Gradient Boosting,Accuracy,TRTR,0.8324999999999999,0.02497220677295281,2,0.8146359594271994,0.8503640405728005
3. Adult,CopulaGAN,Gradient Boosting,Accuracy,TSTR,0.724,0.02342837785440746,2,0.7072403481057453,0.7407596518942546
3. Adult,CopulaGAN,Gradient Boosting,F1,TRTR,0.8241877083342415,0.02593734444018238,2,0.8056332498659587,0.8427421668025242
3. Adult,CopulaGAN,Gradient Boosting,F1,TSTR,0.6695375527658614,0.01892136424378165,2,0.6560020241833513,0.6830730813483714
3. Adult,CopulaGAN,Gradient Boosting,Precision,TRTR,0.8235432786967685,0.02699678959462002,2,0.8042309388207429,0.842855618572794
3. Adult,CopulaGAN,Gradient Boosting,Precision,TSTR,0.6508633625557143,0.03495667852972704,2,0.6258568611590597,0.6758698639523689
3. Adult,CopulaGAN,Gradient Boosting,Recall,TRTR,0.8324999999999999,0.02497220677295281,2,0.8146359594271994,0.8503640405728005
3. Adult,CopulaGAN,Gradient Boosting,Recall,TSTR,0.724,0.02342837785440746,2,0.7072403481057453,0.7407596518942546
3. Adult,CopulaGAN,KNN,Accuracy,TRTR,0.8069999999999998,0.02250925735484548,2,0.7908978473025423,0.8231021526974573
3. Adult,CopulaGAN,KNN,Accuracy,TSTR,0.581,0.03339993346633427,2,0.5571071269353066,0.6048928730646933
3. Adult,CopulaGAN,KNN,F1,TRTR,0.8008786340418022,0.02509907434611157,2,0.7829238378743965,0.8188334302092078
3. Adult,CopulaGAN,KNN,F1,TSTR,0.6031383325650281,0.02776325223162928,2,0.5832776983484359,0.6229989667816204
3. Adult,CopulaGAN,KNN,Precision,TRTR,0.7978462200616508,0.02661462081347623,2,0.7788072672624696,0.8168851728608321
3. Adult,CopulaGAN,KNN,Precision,TSTR,0.6277301764406881,0.02282166807677245,2,0.6114045385757952,0.6440558143055809
3. Adult,CopulaGAN,KNN,Recall,TRTR,0.8069999999999998,0.02250925735484548,2,0.7908978473025423,0.8231021526974573
3. Adult,CopulaGAN,KNN,Recall,TSTR,0.581,0.03339993346633428,2,0.5571071269353066,0.6048928730646933
3. Adult,CopulaGAN,Logistic Regression,Accuracy,TRTR,0.828,0.02175622516277427,2,0.8124365340815721,0.8435634659184278
3. Adult,CopulaGAN,Logistic Regression,Accuracy,TSTR,0.7745000000000001,0.001581138830084191,2,0.773368921418573,0.7756310785814271
3. Adult,CopulaGAN,Logistic Regression,F1,TRTR,0.8104028939447145,0.02627109794847402,2,0.7916096825993776,0.8291961052900515
3. Adult,CopulaGAN,Logistic Regression,F1,TSTR,0.6765138855733269,0.0007800637181922404,2,0.6759558616054072,0.6770719095412466
3. Adult,CopulaGAN,Logistic Regression,Precision,TRTR,0.8146192868859166,0.02793976606486409,2,0.7946323822797173,0.8346061914921158
3. Adult,CopulaGAN,Logistic Regression,Precision,TSTR,0.6005373743718593,0.0002770965663275487,2,0.6003391514295112,0.6007355973142073
3. Adult,CopulaGAN,Logistic Regression,Recall,TRTR,0.828,0.02175622516277427,2,0.8124365340815721,0.8435634659184278
3. Adult,CopulaGAN,Logistic Regression,Recall,TSTR,0.7745000000000001,0.001581138830084191,2,0.773368921418573,0.7756310785814271
3. Adult,CopulaGAN,MLP,Accuracy,TRTR,0.8074999999999999,0.02552232138518923,2,0.7892424311402508,0.8257575688597489
3. Adult,CopulaGAN,MLP,Accuracy,TSTR,0.607,0.03284644408286671,2,0.5835030693881614,0.6304969306118385
3. Adult,CopulaGAN,MLP,F1,TRTR,0.8069554910760722,0.02380568201797918,2,0.7899259320427484,0.823985050109396
3. Adult,CopulaGAN,MLP,F1,TSTR,0.6374225164733678,0.02604067936496785,2,0.61879413665301,0.6560508962937256
3. Adult,CopulaGAN,MLP,Precision,TRTR,0.808348378171001,0.02217982684553994,2,0.7924818858634185,0.8242148704785836
3. Adult,CopulaGAN,MLP,Precision,TSTR,0.6736795411078859,0.0200703542754335,2,0.6593220745713219,0.6880370076444499
3. Adult,CopulaGAN,MLP,Recall,TRTR,0.8074999999999999,0.02552232138518923,2,0.7892424311402508,0.8257575688597489
3. Adult,CopulaGAN,MLP,Recall,TSTR,0.607,0.03284644408286672,2,0.5835030693881614,0.6304969306118385
3. Adult,CopulaGAN,Naive Bayes,Accuracy,TRTR,0.8090000000000002,0.02579836342785244,2,0.7905449625586889,0.8274550374413114
3. Adult,CopulaGAN,Naive Bayes,Accuracy,TSTR,0.6535,0.05744804415972554,2,0.6124041448748172,0.6945958551251827
3. Adult,CopulaGAN,Naive Bayes,F1,TRTR,0.7856952309335539,0.02992064254649245,2,0.7642912926563119,0.8070991692107958
3. Adult,CopulaGAN,Naive Bayes,F1,TSTR,0.6474622377653941,0.03416885949946781,2,0.6230193081527046,0.6719051673780837
3. Adult,CopulaGAN,Naive Bayes,Precision,TRTR,0.7897580695297388,0.03856477005414511,2,0.7621704949436537,0.8173456441158239
3. Adult,CopulaGAN,Naive Bayes,Precision,TSTR,0.6511340333228727,0.01633468942666371,2,0.6394489004343341,0.6628191662114112
3. Adult,CopulaGAN,Naive Bayes,Recall,TRTR,0.8090000000000002,0.02579836342785244,2,0.7905449625586889,0.8274550374413114
3. Adult,CopulaGAN,Naive Bayes,Recall,TSTR,0.6535,0.05744804415972552,2,0.6124041448748172,0.6945958551251827
3. Adult,CopulaGAN,Random Forest,Accuracy,TRTR,0.8385000000000001,0.02582526755804176,2,0.8200257165033583,0.856974283496642
3. Adult,CopulaGAN,Random Forest,Accuracy,TSTR,0.6805,0.01755151148920099,2,0.6679444050456663,0.6930555949543337
3. Adult,CopulaGAN,Random Forest,F1,TRTR,0.8305541949820711,0.02852270307867011,2,0.8101502823572895,0.8509581076068526
3. Adult,CopulaGAN,Random Forest,F1,TSTR,0.6509114664252031,0.01312104964389982,2,0.6415252329486235,0.6602976999017828
3. Adult,CopulaGAN,Random Forest,Precision,TRTR,0.829281699641512,0.02975094206425076,2,0.8079991577761912,0.8505642415068327
3. Adult,CopulaGAN,Random Forest,Precision,TSTR,0.6294691369843293,0.01412031835498728,2,0.6193680697343352,0.6395702042343233
3. Adult,CopulaGAN,Random Forest,Recall,TRTR,0.8385000000000001,0.02582526755804176,2,0.8200257165033583,0.856974283496642
3. Adult,CopulaGAN,Random Forest,Recall,TSTR,0.6805,0.01755151148920099,2,0.6679444050456663,0.6930555949543337
3. Adult,CopulaGAN,SVM-RBF,Accuracy,TRTR,0.8334999999999999,0.01434689281110488,2,0.8232368511481015,0.8437631488518983
3. Adult,CopulaGAN,SVM-RBF,Accuracy,TSTR,0.771,0.006146362971528596,2,0.7666031568016061,0.775396843198394
3. Adult,CopulaGAN,SVM-RBF,F1,TRTR,0.8149481177437427,0.01858408003146085,2,0.8016538677517971,0.8282423677356882
3. Adult,CopulaGAN,SVM-RBF,F1,TSTR,0.6791890386806553,0.007901746785861002,2,0.6735364695480185,0.6848416078132921
3. Adult,CopulaGAN,SVM-RBF,Precision,TRTR,0.8237068747328286,0.01830566279058784,2,0.8106117924368877,0.8368019570287694
3. Adult,CopulaGAN,SVM-RBF,Precision,TSTR,0.6516246558765394,0.07888255148287956,2,0.5951954779112807,0.7080538338417981
3. Adult,CopulaGAN,SVM-RBF,Recall,TRTR,0.8334999999999999,0.01434689281110488,2,0.8232368511481015,0.8437631488518983
3. Adult,CopulaGAN,SVM-RBF,Recall,TSTR,0.771,0.006146362971528596,2,0.7666031568016061,0.775396843198394
