Dataset,Dataset_Short,Generator,Mapping_Method,Metric,Available,Mean
13. Concrete Compressive Strength,Concrete,ForestDiffusion,Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,ForestDiffusion,Greedy,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,ForestDiffusion,One-to-One Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,ForestDiffusion,One-to-One Greedy,Mahalanobis Distance,True,0.9112
13. Concrete Compressive Strength,Concrete,ForestDiffusion,Hungarian,Cosine Similarity,True,0.999365
13. Concrete Compressive Strength,Concrete,ForestDiffusion,Hungarian,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,CTGAN,Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,CTGAN,Greedy,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,CTGAN,One-to-One Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,CTGAN,One-to-One Greedy,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,CTGAN,Hungarian,Cosine Similarity,True,0.9966612583435426
14. Energy Efficiency,Energy,CTGAN,Hungarian,Mahalanobis Distance,True,45637.72490186258
14. Energy Efficiency,Energy,CopulaGAN,Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,CopulaGAN,Greedy,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,CopulaGAN,One-to-One Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,CopulaGAN,One-to-One Greedy,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,CopulaGAN,Hungarian,Cosine Similarity,True,0.9967512227047748
14. Energy Efficiency,Energy,CopulaGAN,Hungarian,Mahalanobis Distance,True,51117.38255461063
14. Energy Efficiency,Energy,TVAE,Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,TVAE,Greedy,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,TVAE,One-to-One Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,TVAE,One-to-One Greedy,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,TVAE,Hungarian,Cosine Similarity,True,0.9991856395133506
14. Energy Efficiency,Energy,TVAE,Hungarian,Mahalanobis Distance,True,18868.03098811942
14. Energy Efficiency,Energy,GaussianCopula,Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,GaussianCopula,Greedy,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,GaussianCopula,One-to-One Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,GaussianCopula,One-to-One Greedy,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,GaussianCopula,Hungarian,Cosine Similarity,True,0.9993231090584036
14. Energy Efficiency,Energy,GaussianCopula,Hungarian,Mahalanobis Distance,True,21169.76852420071
14. Energy Efficiency,Energy,WGAN_GP,Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,WGAN_GP,Greedy,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,WGAN_GP,One-to-One Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,WGAN_GP,One-to-One Greedy,Mahalanobis Distance,True,23616.3467
14. Energy Efficiency,Energy,WGAN_GP,Hungarian,Cosine Similarity,True,0.999045
14. Energy Efficiency,Energy,WGAN_GP,Hungarian,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,CTABGAN,Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,CTABGAN,Greedy,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,CTABGAN,One-to-One Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,CTABGAN,One-to-One Greedy,Mahalanobis Distance,True,21021.1892
14. Energy Efficiency,Energy,CTABGAN,Hungarian,Cosine Similarity,True,0.998061
14. Energy Efficiency,Energy,CTABGAN,Hungarian,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,TabDDPM,Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,TabDDPM,Greedy,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,TabDDPM,One-to-One Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,TabDDPM,One-to-One Greedy,Mahalanobis Distance,True,15946.4815
14. Energy Efficiency,Energy,TabDDPM,Hungarian,Cosine Similarity,True,0.999033
14. Energy Efficiency,Energy,TabDDPM,Hungarian,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,ForestDiffusion,Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,ForestDiffusion,Greedy,Mahalanobis Distance,False,
14. Energy Efficiency,Energy,ForestDiffusion,One-to-One Greedy,Cosine Similarity,False,
14. Energy Efficiency,Energy,ForestDiffusion,One-to-One Greedy,Mahalanobis Distance,True,41.2109
14. Energy Efficiency,Energy,ForestDiffusion,Hungarian,Cosine Similarity,True,0.999999
14. Energy Efficiency,Energy,ForestDiffusion,Hungarian,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,CTGAN,Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,CTGAN,Greedy,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,CTGAN,One-to-One Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,CTGAN,One-to-One Greedy,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,CTGAN,Hungarian,Cosine Similarity,True,0.9169089186365058
15. Real Estate Valuation,RealEstate,CTGAN,Hungarian,Mahalanobis Distance,True,16692.75223370301
15. Real Estate Valuation,RealEstate,CopulaGAN,Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,CopulaGAN,Greedy,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,CopulaGAN,One-to-One Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,CopulaGAN,One-to-One Greedy,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,CopulaGAN,Hungarian,Cosine Similarity,True,0.8511433790000289
15. Real Estate Valuation,RealEstate,CopulaGAN,Hungarian,Mahalanobis Distance,True,16693.83443314724
15. Real Estate Valuation,RealEstate,TVAE,Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,TVAE,Greedy,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,TVAE,One-to-One Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,TVAE,One-to-One Greedy,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,TVAE,Hungarian,Cosine Similarity,True,0.923216777270658
15. Real Estate Valuation,RealEstate,TVAE,Hungarian,Mahalanobis Distance,True,16693.78910852161
15. Real Estate Valuation,RealEstate,GaussianCopula,Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,GaussianCopula,Greedy,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,GaussianCopula,One-to-One Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,GaussianCopula,One-to-One Greedy,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,GaussianCopula,Hungarian,Cosine Similarity,True,0.9033702266244976
15. Real Estate Valuation,RealEstate,GaussianCopula,Hungarian,Mahalanobis Distance,True,16693.55375105767
15. Real Estate Valuation,RealEstate,WGAN_GP,Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,WGAN_GP,Greedy,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,WGAN_GP,One-to-One Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,WGAN_GP,One-to-One Greedy,Mahalanobis Distance,True,1.4639
15. Real Estate Valuation,RealEstate,WGAN_GP,Hungarian,Cosine Similarity,True,0.998436
15. Real Estate Valuation,RealEstate,WGAN_GP,Hungarian,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,CTABGAN,Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,CTABGAN,Greedy,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,CTABGAN,One-to-One Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,CTABGAN,One-to-One Greedy,Mahalanobis Distance,True,0.9013
15. Real Estate Valuation,RealEstate,CTABGAN,Hungarian,Cosine Similarity,True,0.999655
15. Real Estate Valuation,RealEstate,CTABGAN,Hungarian,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,TabDDPM,Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,TabDDPM,Greedy,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,TabDDPM,One-to-One Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,TabDDPM,One-to-One Greedy,Mahalanobis Distance,True,0.9375
15. Real Estate Valuation,RealEstate,TabDDPM,Hungarian,Cosine Similarity,True,0.999461
15. Real Estate Valuation,RealEstate,TabDDPM,Hungarian,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,ForestDiffusion,Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,ForestDiffusion,Greedy,Mahalanobis Distance,False,
15. Real Estate Valuation,RealEstate,ForestDiffusion,One-to-One Greedy,Cosine Similarity,False,
15. Real Estate Valuation,RealEstate,ForestDiffusion,One-to-One Greedy,Mahalanobis Distance,True,0.0773
15. Real Estate Valuation,RealEstate,ForestDiffusion,Hungarian,Cosine Similarity,True,0.999959
15. Real Estate Valuation,RealEstate,ForestDiffusion,Hungarian,Mahalanobis Distance,False,
