dataset,dataset_id,problem_type,generator,metric_category,metric_name,mean,sd,mean_sd,n_seeds,median,min,max,seed_42,seed_123,seed_2024,seed_68,seed_91,seed_2025,seed_55,seed_155,seed_255,seed_355
Adult,adult,classification,CopulaGAN,Fidelity,MMD,0.01413102032670897,0.0069546612855440155,0.014131 ± 0.00695466,10,0.0109270999854746,0.0070696958480994,0.0281506092127963,0.0070696958480994,0.0098508913035538,0.0098684807986182,0.0224409883508293,0.0109205025718526,0.0281506092127963,0.0077059629339405,0.0183865410041137,0.0109336973990966,0.0159828338441893
Adult,adult,classification,CopulaGAN,Fidelity,Quality_Score,0.8914222083333334,0.010000818026533924,0.891422 ± 0.0100008,10,0.88860375,0.8738910416666668,0.9089310416666668,0.9025222916666666,0.8992766666666666,0.8874614583333333,0.8866533333333333,0.8875854166666667,0.8849843749999999,0.8738910416666668,0.893294375,0.9089310416666668,0.8896220833333334
Adult,adult,classification,CopulaGAN,Fidelity,Wasserstein_Distance,2823.212655833332,1127.7045432537786,2823.21 ± 1127.7,10,2770.1899999999987,1231.092566666666,5385.076716666664,2829.149508333332,2915.329558333331,1231.092566666666,2348.807491666666,3078.376633333333,2624.916683333332,1591.773816666666,2711.230491666666,5385.076716666664,3516.373091666666
Adult,adult,classification,CopulaGAN,Privacy,MIA_AUC,0.6227777777777778,0.031150455775468065,0.622778 ± 0.0311505,10,0.6144444444444443,0.5907407407407407,0.6864197530864198,0.5925925925925927,0.6212345679012345,0.6141975308641975,0.6033333333333333,0.6677777777777778,0.5907407407407407,0.6864197530864198,0.6093827160493827,0.6146913580246913,0.6274074074074074
Adult,adult,classification,CopulaGAN,Privacy,Mahalanobis_Distance,3.9932051423455532,0.10165609558728664,3.99321 ± 0.101656,10,3.96552507079,3.887794010848937,4.157053543544754,3.916836208254596,3.911163079314645,3.887794010848937,4.014213933325403,3.906144257422777,4.085923589690975,4.125336455889189,4.157053543544754,3.906008022667283,4.021578322496978
Adult,adult,classification,CopulaGAN,Privacy,Mean_Distance,3.9932051423455532,0.10165609558728664,3.99321 ± 0.101656,10,3.96552507079,3.887794010848937,4.157053543544754,3.916836208254596,3.911163079314645,3.887794010848937,4.014213933325403,3.906144257422777,4.085923589690975,4.125336455889189,4.157053543544754,3.906008022667283,4.021578322496978
Adult,adult,classification,CopulaGAN,Privacy,Median_Distance,3.863639628056758,0.12688122079646783,3.86364 ± 0.126881,10,3.871573543219206,3.678956535398918,4.034736879742987,3.759413267521602,3.678956535398918,3.706343044174786,3.910365588290325,3.832781498148088,3.989409020700784,4.034736879742987,3.972684422672384,3.78994738482963,3.961758639088077
Adult,adult,classification,CopulaGAN,Privacy,NNDR,0.8652181098969709,0.005578917435945751,0.865218 ± 0.00557892,10,0.8660152442706104,0.8550074365758799,0.8730954042437032,0.8575487630563318,0.8661627705516632,0.8550074365758799,0.8704761928985884,0.8629367279282166,0.8730954042437032,0.8696274457882807,0.8650739759698854,0.8658677179895575,0.8663846639676035
Adult,adult,classification,CopulaGAN,Utility,Accuracy_Gap,0.04230333333333348,0.0110897511354816,0.0423033 ± 0.0110898,10,0.0412416666666668,0.0283333333333335,0.0642500000000004,0.0478833333333335,0.040266666666667,0.0384166666666668,0.0422166666666666,0.0533333333333335,0.0309333333333333,0.0642500000000004,0.0315333333333334,0.0283333333333335,0.0458666666666668
Adult,adult,classification,CopulaGAN,Utility,Accuracy_TRTR,0.8237000000000002,0.0,0.8237 ± 0,10,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002
Adult,adult,classification,CopulaGAN,Utility,Accuracy_TSTR,0.7813966666666666,0.011089751135481603,0.781397 ± 0.0110898,10,0.7824583333333334,0.7594499999999997,0.7953666666666667,0.7758166666666667,0.7834333333333332,0.7852833333333333,0.7814833333333335,0.7703666666666666,0.7927666666666668,0.7594499999999997,0.7921666666666668,0.7953666666666667,0.7778333333333334
