Dataset,Generator,Seed,Experiment,Metric,Value,Mean,Std,Classifier,RegressionModel,Regressor,Leakage,LeakageLevel,TrainingPercentage,EvaluationType,Category,MetricValue,SourceFile
10. Metro interstate,WGAN_GP,,privacy,Min_Distance,0.4950530136508738,0.4950530136508738,,,,,0.0,0,100.0,Score,Privacy,0.4950530136508738,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_CTABGAN_WGAN_GP_Online shopping.xlsx
10. Metro interstate,WGAN_GP,,privacy,Max_Distance,8.024027544085847,8.024027544085847,,,,,0.0,0,100.0,Score,Privacy,8.024027544085847,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_CTABGAN_WGAN_GP_Online shopping.xlsx
9. MAGIC Gamma Telescope,WGAN_GP,,privacy,Mean_Distance,1.17739482499675,1.17739482499675,,,,,0.0,0,100.0,Score,Privacy,1.17739482499675,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_MAGIC_CTABGAN_WGAN_GP.xlsx
9. MAGIC Gamma Telescope,WGAN_GP,,privacy,Median_Distance,0.975070796979838,0.975070796979838,,,,,0.0,0,100.0,Score,Privacy,0.975070796979838,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_MAGIC_CTABGAN_WGAN_GP.xlsx
9. MAGIC Gamma Telescope,WGAN_GP,,privacy,Std_Distance,0.7000939723363695,0.7000939723363695,,,,,0.0,0,100.0,Score,Privacy,0.7000939723363695,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_MAGIC_CTABGAN_WGAN_GP.xlsx
9. MAGIC Gamma Telescope,WGAN_GP,,privacy,Min_Distance,0.3332220675422414,0.3332220675422414,,,,,0.0,0,100.0,Score,Privacy,0.3332220675422414,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_MAGIC_CTABGAN_WGAN_GP.xlsx
9. MAGIC Gamma Telescope,WGAN_GP,,privacy,Max_Distance,6.606256437427121,6.606256437427121,,,,,0.0,0,100.0,Score,Privacy,6.606256437427121,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_MAGIC_CTABGAN_WGAN_GP.xlsx
9. MAGIC Gamma Telescope,WGAN_GP,,privacy,Num_Matches,1000.0,1000.0,,,,,0.0,0,100.0,Score,Privacy,1000.0,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_MAGIC_CTABGAN_WGAN_GP.xlsx
9. MAGIC Gamma Telescope,CTABGAN,,privacy,Mean_Distance,1.864591197366024,1.864591197366024,,,,,0.0,0,100.0,Score,Privacy,1.864591197366024,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_MAGIC_CTABGAN_WGAN_GP.xlsx
9. MAGIC Gamma Telescope,CTABGAN,,privacy,Median_Distance,1.525678056446776,1.525678056446776,,,,,0.0,0,100.0,Score,Privacy,1.525678056446776,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_MAGIC_CTABGAN_WGAN_GP.xlsx
9. MAGIC Gamma Telescope,CTABGAN,,privacy,Std_Distance,1.096268332963922,1.096268332963922,,,,,0.0,0,100.0,Score,Privacy,1.096268332963922,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_MAGIC_CTABGAN_WGAN_GP.xlsx
9. MAGIC Gamma Telescope,CTABGAN,,privacy,Min_Distance,0.4534331576141509,0.4534331576141509,,,,,0.0,0,100.0,Score,Privacy,0.4534331576141509,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_MAGIC_CTABGAN_WGAN_GP.xlsx
9. MAGIC Gamma Telescope,CTABGAN,,privacy,Max_Distance,9.963537586192702,9.963537586192702,,,,,0.0,0,100.0,Score,Privacy,9.963537586192702,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_MAGIC_CTABGAN_WGAN_GP.xlsx
9. MAGIC Gamma Telescope,CTABGAN,,privacy,Num_Matches,1000.0,1000.0,,,,,0.0,0,100.0,Score,Privacy,1000.0,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_MAGIC_CTABGAN_WGAN_GP.xlsx
