Dataset,Generator,Classifier,Leakage,Mean,Std,N,Mean_SD
7. CDC diabetes dataset,TVAE,Naive Bayes,0,0.5326374094588837,0.01903722138814827,2,0.533 ± 0.019
7. CDC diabetes dataset,TVAE,Random Forest,0,0.1834824598778583,0.01728447663684136,2,0.183 ± 0.017
7. CDC diabetes dataset,TVAE,SVM-RBF,0,0.3392273824740804,0.02737540505294946,2,0.339 ± 0.027
7. CDC diabetes dataset,TabDDPM,AdaBoost,0,0.0001562278085499219,0.0002329387795321222,2,0.000 ± 0.000
7. CDC diabetes dataset,TabDDPM,Decision Tree,0,0.1745916773185627,0.0448853839259956,2,0.175 ± 0.045
7. CDC diabetes dataset,TabDDPM,Extra Trees,0,0.007285896889646357,0.002043437308587493,2,0.007 ± 0.002
7. CDC diabetes dataset,TabDDPM,Gradient Boosting,0,0.005169720210197415,0.003746991905084153,2,0.005 ± 0.004
7. CDC diabetes dataset,TabDDPM,KNN,0,0.01634710978554182,0.002488848681350422,2,0.016 ± 0.002
7. CDC diabetes dataset,TabDDPM,Logistic Regression,0,0.0005112910097997443,0.0005434207206280071,2,0.001 ± 0.001
7. CDC diabetes dataset,TabDDPM,MLP,0,0.02289447521658855,0.01039500870734086,2,0.023 ± 0.010
7. CDC diabetes dataset,TabDDPM,Naive Bayes,0,0.002130379207498935,0.003106427635731815,2,0.002 ± 0.003
7. CDC diabetes dataset,TabDDPM,Random Forest,0,0.001505467973299247,0.0007106942765628066,2,0.002 ± 0.001
7. CDC diabetes dataset,TabDDPM,SVM-RBF,0,0.0,0.0,2,0.000 ± 0.000
7. CDC diabetes dataset,WGAN_GP,AdaBoost,0,0.09937508876580033,0.06723711533496661,2,0.099 ± 0.067
7. CDC diabetes dataset,WGAN_GP,Decision Tree,0,0.1930691663116035,0.07551630408469603,2,0.193 ± 0.076
7. CDC diabetes dataset,WGAN_GP,Extra Trees,0,0.08204800454480898,0.01498027425641524,2,0.082 ± 0.015
7. CDC diabetes dataset,WGAN_GP,Gradient Boosting,0,0.07156653884391422,0.024728591729853,2,0.072 ± 0.025
7. CDC diabetes dataset,WGAN_GP,KNN,0,0.1554892770913223,0.0129538890715299,2,0.155 ± 0.013
7. CDC diabetes dataset,WGAN_GP,Logistic Regression,0,0.1564408464706718,0.01284543878806553,2,0.156 ± 0.013
7. CDC diabetes dataset,WGAN_GP,MLP,0,0.1864507882403068,0.01075438081728282,2,0.186 ± 0.011
7. CDC diabetes dataset,WGAN_GP,Naive Bayes,0,0.6334895611418834,0.01250616266749133,2,0.633 ± 0.013
7. CDC diabetes dataset,WGAN_GP,Random Forest,0,0.05423945462292288,0.02248161497175762,2,0.054 ± 0.022
7. CDC diabetes dataset,WGAN_GP,SVM-RBF,0,0.1049424797613975,0.01885724048470422,2,0.105 ± 0.019
8. Mushroom dataset,CTABGAN,AdaBoost,0,0.9410379481025947,0.04531364791316147,2,0.941 ± 0.045
8. Mushroom dataset,CTABGAN,Decision Tree,0,0.5928903554822259,0.1063789237780041,2,0.593 ± 0.106
8. Mushroom dataset,CTABGAN,Extra Trees,0,0.7452977351132443,0.02083529728497845,2,0.745 ± 0.021
8. Mushroom dataset,CTABGAN,Gradient Boosting,0,0.9168741562921854,0.0317937967679482,2,0.917 ± 0.032
8. Mushroom dataset,CTABGAN,KNN,0,0.6394180290985451,0.02770422793828814,2,0.639 ± 0.028
8. Mushroom dataset,CTABGAN,Logistic Regression,0,0.9443227838608068,0.01609508291941835,2,0.944 ± 0.016
8. Mushroom dataset,CTABGAN,MLP,0,0.6365981700914953,0.01965849570512758,2,0.637 ± 0.020
8. Mushroom dataset,CTABGAN,Naive Bayes,0,0.9119544022798859,0.03976776142255755,2,0.912 ± 0.040
8. Mushroom dataset,CTABGAN,Random Forest,0,0.7604169791510424,0.0318020924651673,2,0.760 ± 0.032
8. Mushroom dataset,CTABGAN,SVM-RBF,0,0.9467226638668066,0.01536567567700291,2,0.947 ± 0.015
8. Mushroom dataset,CTGAN,AdaBoost,0,0.5603569821508925,0.05310537166708807,2,0.560 ± 0.053
8. Mushroom dataset,CTGAN,Decision Tree,0,0.5584370781460927,0.0692517973186782,2,0.558 ± 0.069
8. Mushroom dataset,CTGAN,Extra Trees,0,0.5549272536373182,0.03375611462570669,2,0.555 ± 0.034
8. Mushroom dataset,CTGAN,Gradient Boosting,0,0.6337783110844459,0.04303034666717832,2,0.634 ± 0.043
8. Mushroom dataset,CTGAN,KNN,0,0.4309284535773211,0.02373002712121285,2,0.431 ± 0.024
8. Mushroom dataset,CTGAN,Logistic Regression,0,0.6049797510124495,0.02112746463511145,2,0.605 ± 0.021
8. Mushroom dataset,CTGAN,MLP,0,0.4710814459277036,0.02396428164758531,2,0.471 ± 0.024
8. Mushroom dataset,CTGAN,Naive Bayes,0,0.5195590220488976,0.05170585236507935,2,0.520 ± 0.052
8. Mushroom dataset,CTGAN,Random Forest,0,0.5566371681415929,0.02456055173284603,2,0.557 ± 0.025
8. Mushroom dataset,CTGAN,SVM-RBF,0,0.6058947052647368,0.02138056152246889,2,0.606 ± 0.021
8. Mushroom dataset,CopulaGAN,AdaBoost,0,0.9374381280935953,0.03347955247840662,2,0.937 ± 0.033
8. Mushroom dataset,CopulaGAN,Decision Tree,0,0.6779511024448778,0.04324106891973638,2,0.678 ± 0.043
8. Mushroom dataset,CopulaGAN,Extra Trees,0,0.8493625318734063,0.01688092792813279,2,0.849 ± 0.017
8. Mushroom dataset,CopulaGAN,Gradient Boosting,0,0.9455677216139191,0.01833831766465476,2,0.946 ± 0.018
8. Mushroom dataset,CopulaGAN,KNN,0,0.7852257387130643,0.02023381039913529,2,0.785 ± 0.020
8. Mushroom dataset,CopulaGAN,Logistic Regression,0,0.9019799010049498,0.01801037719817063,2,0.902 ± 0.018
8. Mushroom dataset,CopulaGAN,MLP,0,0.7391780410979452,0.0343615402812965,2,0.739 ± 0.034
8. Mushroom dataset,CopulaGAN,Naive Bayes,0,0.760161991900405,0.03664657827782319,2,0.760 ± 0.037
8. Mushroom dataset,CopulaGAN,Random Forest,0,0.8549122543872807,0.02581179184935698,2,0.855 ± 0.026
8. Mushroom dataset,CopulaGAN,SVM-RBF,0,0.9162741862906856,0.01905917820538132,2,0.916 ± 0.019
8. Mushroom dataset,ForestDiffusion,AdaBoost,0,0.7405129743512825,0.02783700788809631,2,0.741 ± 0.028
8. Mushroom dataset,ForestDiffusion,Decision Tree,0,0.8095845207739613,0.02531687241731768,2,0.810 ± 0.025
8. Mushroom dataset,ForestDiffusion,Extra Trees,0,0.9342882855857206,0.008863643065170833,2,0.934 ± 0.009
8. Mushroom dataset,ForestDiffusion,Gradient Boosting,0,0.8438878056097195,0.02446228235832,2,0.844 ± 0.024
8. Mushroom dataset,ForestDiffusion,KNN,0,0.8456127193640318,0.00864666110925219,2,0.846 ± 0.009
8. Mushroom dataset,ForestDiffusion,Logistic Regression,0,0.7046197690115493,0.00835231995919257,2,0.705 ± 0.008
8. Mushroom dataset,ForestDiffusion,MLP,0,0.8815059247037649,0.01113081803728929,2,0.882 ± 0.011
8. Mushroom dataset,ForestDiffusion,Naive Bayes,0,0.4058047097645117,0.009362764476637342,2,0.406 ± 0.009
8. Mushroom dataset,ForestDiffusion,Random Forest,0,0.9408129593520325,0.008526173248019027,2,0.941 ± 0.009
8. Mushroom dataset,ForestDiffusion,SVM-RBF,0,0.7052647367631618,0.007750128605416733,2,0.705 ± 0.008
8. Mushroom dataset,GaussianCopula,AdaBoost,0,0.6790910454477276,0.03156878939177367,2,0.679 ± 0.032
8. Mushroom dataset,GaussianCopula,Decision Tree,0,0.5768711564421779,0.04165580961900132,2,0.577 ± 0.042
8. Mushroom dataset,GaussianCopula,Extra Trees,0,0.6578221088945553,0.02556200073895396,2,0.658 ± 0.026
8. Mushroom dataset,GaussianCopula,Gradient Boosting,0,0.7290385480725964,0.03066532384372371,2,0.729 ± 0.031
8. Mushroom dataset,GaussianCopula,KNN,0,0.6018299085045749,0.02020184614140405,2,0.602 ± 0.020
8. Mushroom dataset,GaussianCopula,Logistic Regression,0,0.7290535473226339,0.02340846220963282,2,0.729 ± 0.023
8. Mushroom dataset,GaussianCopula,MLP,0,0.6482225888705566,0.0306199357381688,2,0.648 ± 0.031
8. Mushroom dataset,GaussianCopula,Naive Bayes,0,0.6940902954852258,0.05348734456154031,2,0.694 ± 0.053
8. Mushroom dataset,GaussianCopula,Random Forest,0,0.6486575671216439,0.03558195173547793,2,0.649 ± 0.036
8. Mushroom dataset,GaussianCopula,SVM-RBF,0,0.732068396580171,0.02378864505645263,2,0.732 ± 0.024
8. Mushroom dataset,TVAE,AdaBoost,0,0.6778611069446527,0.0137488480042976,2,0.678 ± 0.014
8. Mushroom dataset,TVAE,Decision Tree,0,0.5997750112494376,0.01506734953235786,2,0.600 ± 0.015
8. Mushroom dataset,TVAE,Extra Trees,0,0.684640767961602,0.01511746574831875,2,0.685 ± 0.015
8. Mushroom dataset,TVAE,Gradient Boosting,0,0.6605819709014551,0.01669537812504069,2,0.661 ± 0.017
8. Mushroom dataset,TVAE,KNN,0,0.6520323983800809,0.03027118082054798,2,0.652 ± 0.030
8. Mushroom dataset,TVAE,Logistic Regression,0,0.6703914804259787,0.01209487478375372,2,0.670 ± 0.012
8. Mushroom dataset,TVAE,MLP,0,0.6312734363281836,0.01734513300277564,2,0.631 ± 0.017
8. Mushroom dataset,TVAE,Naive Bayes,0,0.5061496925153742,0.01542930063460538,2,0.506 ± 0.015
8. Mushroom dataset,TVAE,Random Forest,0,0.6544322783860806,0.01333372587579918,2,0.654 ± 0.013
8. Mushroom dataset,TVAE,SVM-RBF,0,0.6773061346932653,0.0121610900177257,2,0.677 ± 0.012
8. Mushroom dataset,TabDDPM,AdaBoost,0,0.6064196790160492,0.07512839714970289,2,0.606 ± 0.075
8. Mushroom dataset,TabDDPM,Decision Tree,0,0.5367181640917955,0.05949013622880233,2,0.537 ± 0.059
8. Mushroom dataset,TabDDPM,Extra Trees,0,0.5448927553622319,0.05282670278344706,2,0.545 ± 0.053
8. Mushroom dataset,TabDDPM,Gradient Boosting,0,0.6208339583020848,0.06568566855493009,2,0.621 ± 0.066
8. Mushroom dataset,TabDDPM,KNN,0,0.5466776661166942,0.03266208874412134,2,0.547 ± 0.033
8. Mushroom dataset,TabDDPM,Logistic Regression,0,0.6659217039148043,0.04799516502372499,2,0.666 ± 0.048
8. Mushroom dataset,TabDDPM,MLP,0,0.5387730613469327,0.04045400898828645,2,0.539 ± 0.040
8. Mushroom dataset,TabDDPM,Naive Bayes,0,0.7862906854657268,0.06096997914441964,2,0.786 ± 0.061
8. Mushroom dataset,TabDDPM,Random Forest,0,0.523638818059097,0.06097158979582164,2,0.524 ± 0.061
8. Mushroom dataset,TabDDPM,SVM-RBF,0,0.6640167991600421,0.04816324349956423,2,0.664 ± 0.048
8. Mushroom dataset,WGAN_GP,AdaBoost,0,0.7788660566971652,0.02308472294017011,2,0.779 ± 0.023
8. Mushroom dataset,WGAN_GP,Decision Tree,0,0.6519274036298185,0.04805560279645481,2,0.652 ± 0.048
8. Mushroom dataset,WGAN_GP,Extra Trees,0,0.8090595470226489,0.009941459474909563,2,0.809 ± 0.010
8. Mushroom dataset,WGAN_GP,Gradient Boosting,0,0.8341982900854956,0.01515046024982678,2,0.834 ± 0.015
8. Mushroom dataset,WGAN_GP,KNN,0,0.7727613619319034,0.007305420107720163,2,0.773 ± 0.007
8. Mushroom dataset,WGAN_GP,Logistic Regression,0,0.7245237738113094,0.0126763098224683,2,0.725 ± 0.013
8. Mushroom dataset,WGAN_GP,MLP,0,0.8112494375281237,0.00962063636690411,2,0.811 ± 0.010
8. Mushroom dataset,WGAN_GP,Naive Bayes,0,0.5738413079346033,0.01742649508557863,2,0.574 ± 0.017
8. Mushroom dataset,WGAN_GP,Random Forest,0,0.8105594720263987,0.01076962864819004,2,0.811 ± 0.011
8. Mushroom dataset,WGAN_GP,SVM-RBF,0,0.7267586620668967,0.013306634356799,2,0.727 ± 0.013
9. MAGIC Gamma Telescope,CTABGAN,AdaBoost,0,0.8944444444444445,0.02256212745234045,2,0.894 ± 0.023
9. MAGIC Gamma Telescope,CTABGAN,Decision Tree,0,0.8408353609083535,0.01615482405668359,2,0.841 ± 0.016
9. MAGIC Gamma Telescope,CTABGAN,Extra Trees,0,0.9401459854014599,0.005039492743846233,2,0.940 ± 0.005
9. MAGIC Gamma Telescope,CTABGAN,Gradient Boosting,0,0.9274533657745335,0.007255092951995699,2,0.927 ± 0.007
9. MAGIC Gamma Telescope,CTABGAN,KNN,0,0.9128548256285484,0.00599682520212099,2,0.913 ± 0.006
9. MAGIC Gamma Telescope,CTABGAN,Logistic Regression,0,0.9061638280616382,0.00689900091423737,2,0.906 ± 0.007
9. MAGIC Gamma Telescope,CTABGAN,MLP,0,0.8682887266828873,0.01031443973668563,2,0.868 ± 0.010
9. MAGIC Gamma Telescope,CTABGAN,Naive Bayes,0,0.9393755068937552,0.00620384945442475,2,0.939 ± 0.006
9. MAGIC Gamma Telescope,CTABGAN,Random Forest,0,0.939456609894566,0.007789794403949006,2,0.939 ± 0.008
9. MAGIC Gamma Telescope,CTABGAN,SVM-RBF,0,0.9520681265206813,0.006265961366332082,2,0.952 ± 0.006
9. MAGIC Gamma Telescope,CTGAN,AdaBoost,0,0.7484590429845904,0.01382687239358146,2,0.748 ± 0.014
9. MAGIC Gamma Telescope,CTGAN,Decision Tree,0,0.7035279805352799,0.02097767174308732,2,0.704 ± 0.021
9. MAGIC Gamma Telescope,CTGAN,Extra Trees,0,0.7700324412003244,0.01239105490836818,2,0.770 ± 0.012
9. MAGIC Gamma Telescope,CTGAN,Gradient Boosting,0,0.7494728304947282,0.01719192325890418,2,0.749 ± 0.017
9. MAGIC Gamma Telescope,CTGAN,KNN,0,0.7484590429845903,0.01804067845583401,2,0.748 ± 0.018
9. MAGIC Gamma Telescope,CTGAN,Logistic Regression,0,0.8213706407137064,0.01110141299813693,2,0.821 ± 0.011
9. MAGIC Gamma Telescope,CTGAN,MLP,0,0.7761151662611517,0.01852671087213731,2,0.776 ± 0.019
9. MAGIC Gamma Telescope,CTGAN,Naive Bayes,0,0.8964720194647201,0.008596631160187631,2,0.896 ± 0.009
9. MAGIC Gamma Telescope,CTGAN,Random Forest,0,0.7548256285482563,0.01664707005380459,2,0.755 ± 0.017
9. MAGIC Gamma Telescope,CTGAN,SVM-RBF,0,0.7923357664233576,0.01214441273758784,2,0.792 ± 0.012
9. MAGIC Gamma Telescope,CopulaGAN,AdaBoost,0,0.7849553933495539,0.01737673195106933,2,0.785 ± 0.017
9. MAGIC Gamma Telescope,CopulaGAN,Decision Tree,0,0.697161394971614,0.0298904996708436,2,0.697 ± 0.030
9. MAGIC Gamma Telescope,CopulaGAN,Extra Trees,0,0.8587591240875913,0.01115284222913871,2,0.859 ± 0.011
9. MAGIC Gamma Telescope,CopulaGAN,Gradient Boosting,0,0.8429440389294405,0.01442522376989725,2,0.843 ± 0.014
9. MAGIC Gamma Telescope,CopulaGAN,KNN,0,0.8289943227899432,0.01868720322520718,2,0.829 ± 0.019
9. MAGIC Gamma Telescope,CopulaGAN,Logistic Regression,0,0.8459448499594483,0.01002114467325076,2,0.846 ± 0.010
9. MAGIC Gamma Telescope,CopulaGAN,MLP,0,0.8096512570965126,0.02577123624490045,2,0.810 ± 0.026
9. MAGIC Gamma Telescope,CopulaGAN,Naive Bayes,0,0.8887672343876722,0.009054978425992507,2,0.889 ± 0.009
9. MAGIC Gamma Telescope,CopulaGAN,Random Forest,0,0.8388077858880779,0.01332689138981339,2,0.839 ± 0.013
9. MAGIC Gamma Telescope,CopulaGAN,SVM-RBF,0,0.861962692619627,0.01579031895331558,2,0.862 ± 0.016
9. MAGIC Gamma Telescope,ForestDiffusion,AdaBoost,0,0.8745742092457421,0.01310641807679548,2,0.875 ± 0.013
9. MAGIC Gamma Telescope,ForestDiffusion,Decision Tree,0,0.8282643957826439,0.01861861542510931,2,0.828 ± 0.019
9. MAGIC Gamma Telescope,ForestDiffusion,Extra Trees,0,0.9345498783454989,0.005416927649471715,2,0.935 ± 0.005
9. MAGIC Gamma Telescope,ForestDiffusion,Gradient Boosting,0,0.9104217356042174,0.008035850504221885,2,0.910 ± 0.008
9. MAGIC Gamma Telescope,ForestDiffusion,KNN,0,0.9288726682887267,0.006476063188216411,2,0.929 ± 0.006
9. MAGIC Gamma Telescope,ForestDiffusion,Logistic Regression,0,0.893227899432279,0.005926765139495842,2,0.893 ± 0.006
9. MAGIC Gamma Telescope,ForestDiffusion,MLP,0,0.8650851581508515,0.01097897705593904,2,0.865 ± 0.011
9. MAGIC Gamma Telescope,ForestDiffusion,Naive Bayes,0,0.8962692619626924,0.008747852529598608,2,0.896 ± 0.009
9. MAGIC Gamma Telescope,ForestDiffusion,Random Forest,0,0.9207218167072183,0.004809243824550042,2,0.921 ± 0.005
9. MAGIC Gamma Telescope,ForestDiffusion,SVM-RBF,0,0.8949310624493109,0.006238739939927192,2,0.895 ± 0.006
9. MAGIC Gamma Telescope,GaussianCopula,AdaBoost,0,0.9210867802108679,0.01547792922156303,2,0.921 ± 0.015
9. MAGIC Gamma Telescope,GaussianCopula,Decision Tree,0,0.7898215733982157,0.0343244198218776,2,0.790 ± 0.034
9. MAGIC Gamma Telescope,GaussianCopula,Extra Trees,0,0.9426196269261963,0.008110806959018613,2,0.943 ± 0.008
9. MAGIC Gamma Telescope,GaussianCopula,Gradient Boosting,0,0.9312246553122467,0.01366675808832399,2,0.931 ± 0.014
9. MAGIC Gamma Telescope,GaussianCopula,KNN,0,0.8856447688564476,0.009764410594312876,2,0.886 ± 0.010
9. MAGIC Gamma Telescope,GaussianCopula,Logistic Regression,0,0.9400243309002432,0.004720201614808552,2,0.940 ± 0.005
9. MAGIC Gamma Telescope,GaussianCopula,MLP,0,0.856447688564477,0.02238868866445536,2,0.856 ± 0.022
9. MAGIC Gamma Telescope,GaussianCopula,Naive Bayes,0,0.8997972424979725,0.008767849578490665,2,0.900 ± 0.009
9. MAGIC Gamma Telescope,GaussianCopula,Random Forest,0,0.9446472019464721,0.01012692027746647,2,0.945 ± 0.010
9. MAGIC Gamma Telescope,GaussianCopula,SVM-RBF,0,0.9746958637469587,0.004387065153705926,2,0.975 ± 0.004
9. MAGIC Gamma Telescope,TVAE,AdaBoost,0,0.8371857258718572,0.01321661677837165,2,0.837 ± 0.013
9. MAGIC Gamma Telescope,TVAE,Decision Tree,0,0.6718978102189781,0.02513568323614602,2,0.672 ± 0.025
9. MAGIC Gamma Telescope,TVAE,Extra Trees,0,0.8114760746147608,0.01367307358219831,2,0.811 ± 0.014
9. MAGIC Gamma Telescope,TVAE,Gradient Boosting,0,0.7739253852392538,0.01248597752969522,2,0.774 ± 0.012
9. MAGIC Gamma Telescope,TVAE,KNN,0,0.8479724249797241,0.01218901475522435,2,0.848 ± 0.012
9. MAGIC Gamma Telescope,TVAE,Logistic Regression,0,0.7875912408759125,0.01149947891306803,2,0.788 ± 0.011
9. MAGIC Gamma Telescope,TVAE,MLP,0,0.6874695863746958,0.02177585365607323,2,0.687 ± 0.022
9. MAGIC Gamma Telescope,TVAE,Naive Bayes,0,0.7195458231954581,0.01103447979582155,2,0.720 ± 0.011
9. MAGIC Gamma Telescope,TVAE,Random Forest,0,0.7953365774533658,0.01528210611131701,2,0.795 ± 0.015
9. MAGIC Gamma Telescope,TVAE,SVM-RBF,0,0.8127737226277372,0.01771228078099782,2,0.813 ± 0.018
9. MAGIC Gamma Telescope,TabDDPM,AdaBoost,0,0.9821167883211679,0.01484589266800504,2,0.982 ± 0.015
9. MAGIC Gamma Telescope,TabDDPM,Decision Tree,0,0.6658556366585564,0.01322749913244128,2,0.666 ± 0.013
9. MAGIC Gamma Telescope,TabDDPM,Extra Trees,0,0.9252635847526356,0.0112760153608929,2,0.925 ± 0.011
9. MAGIC Gamma Telescope,TabDDPM,Gradient Boosting,0,0.8974452554744528,0.01186774144616095,2,0.897 ± 0.012
9. MAGIC Gamma Telescope,TabDDPM,KNN,0,0.8019059205190592,0.01278401727314183,2,0.802 ± 0.013
9. MAGIC Gamma Telescope,TabDDPM,Logistic Regression,0,0.999918896999189,0.0002433090024331008,2,1.000 ± 0.000
9. MAGIC Gamma Telescope,TabDDPM,MLP,0,0.8621654501216545,0.02189289091961426,2,0.862 ± 0.022
9. MAGIC Gamma Telescope,TabDDPM,Naive Bayes,0,0.9962692619626925,0.008536644668052942,2,0.996 ± 0.009
9. MAGIC Gamma Telescope,TabDDPM,Random Forest,0,0.9255879967558801,0.009997815966181945,2,0.926 ± 0.010
9. MAGIC Gamma Telescope,TabDDPM,SVM-RBF,0,0.9998783454987834,0.0002596562951108327,2,1.000 ± 0.000
9. MAGIC Gamma Telescope,WGAN_GP,AdaBoost,0,0.8875912408759123,0.01180292503018602,2,0.888 ± 0.012
9. MAGIC Gamma Telescope,WGAN_GP,Decision Tree,0,0.7658150851581509,0.03254355810782703,2,0.766 ± 0.033
9. MAGIC Gamma Telescope,WGAN_GP,Extra Trees,0,0.9146390916463909,0.0084930952473818,2,0.915 ± 0.008
9. MAGIC Gamma Telescope,WGAN_GP,Gradient Boosting,0,0.8859691808596917,0.0114176780345672,2,0.886 ± 0.011
9. MAGIC Gamma Telescope,WGAN_GP,KNN,0,0.9116382806163829,0.006854163300157187,2,0.912 ± 0.007
9. MAGIC Gamma Telescope,WGAN_GP,Logistic Regression,0,0.8826034063260341,0.01007971965278705,2,0.883 ± 0.010
9. MAGIC Gamma Telescope,WGAN_GP,MLP,0,0.851419302514193,0.00902979118229802,2,0.851 ± 0.009
9. MAGIC Gamma Telescope,WGAN_GP,Naive Bayes,0,0.8911192214111923,0.007621632655803933,2,0.891 ± 0.008
9. MAGIC Gamma Telescope,WGAN_GP,Random Forest,0,0.9002027575020277,0.01152326379658764,2,0.900 ± 0.012
9. MAGIC Gamma Telescope,WGAN_GP,SVM-RBF,0,0.9192214111922141,0.008443675442061005,2,0.919 ± 0.008
